id,level,spec_section,class,verdict,evidence,owning_tickets,tests,adrs,risk_rows,routing,note
SIG-EPIS-005,MUST,10.3 Field specifications,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1130,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-006,MUST,10.3 Field specifications,covered+untested,MET,evidence/src/evidence/redaction.py:7,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EPIS-007,MUST,10.3 Field specifications,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1179,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-008,MUST,10.3 Field specifications,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1220,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-009,MUST,10.3 Field specifications,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1224,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-010,MUST,10.3 Field specifications,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1233,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-011,MUST,10.3 Field specifications,covered+untested,MET,db/deploy/claim_evidence.sql:7,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EPIS-012,MUST,10.3 Field specifications,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1264,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-013,MUST,"10.4 Source reliability `R` — a property of the publisher, n",process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1273,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-014,MUST,"10.4 Source reliability `R` — a property of the publisher, n",covered+untested,MET,connectors/src/connectors/registry.py:92,P08.1,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EPIS-015,MUST,"10.4 Source reliability `R` — a property of the publisher, n",covered+untested,MET,connectors/src/connectors/registry.py:119,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EPIS-016,MUST,"10.4 Source reliability `R` — a property of the publisher, n",process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1301,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-017,MUST,10.5 Claim directness `D` — the (genre × predicate) matrix,covered+untested,MET,db/deploy/vocab_registries.sql:7,—,—,—,RISK-P1-03,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EPIS-018,MUST,10.5 Claim directness `D` — the (genre × predicate) matrix,covered+tested,AT-RISK-INTEGRATION,tests/reconcile/test_resolve.py:149;reconcile/src/reconcile/resolve.py:437,—,tests/reconcile/test_resolve.py:149,—,—,P21.2,annotation entities (Contradiction/CoverageRecord/ResearchTask) computed in memory; no psycopg in reconcile/inference/tasks - not persisted (ADR-037/038/039/054); P19.5: reviewed at capstone closure — annotation persistence is P21.2; re-routed P19.4:S→P21.2
SIG-EPIS-019,MUST,"10.6 Integrity `I`, currency `C`, and the composed weight `W",process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1345,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-020,MUST,"10.6 Integrity `I`, currency `C`, and the composed weight `W",covered+tested,MET,tests/db/test_schema_integrity.py:149;reconcile/src/reconcile/weight.py:21,—,tests/db/test_schema_integrity.py:149,—,—,—,
SIG-EPIS-021,MUST,"10.6 Integrity `I`, currency `C`, and the composed weight `W",covered+untested,MET,reconcile/src/reconcile/weight.py:4,P06.1,—,ADR-031,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EPIS-022,MUST,"10.6 Integrity `I`, currency `C`, and the composed weight `W",process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1374,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-023,MUST,"10.7 The confidence vocabulary: three orthogonal fields, not",covered+untested,MET,reconcile/src/reconcile/resolve.py:803,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EPIS-024,MUST,"10.7 The confidence vocabulary: three orthogonal fields, not",process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1417,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-025,MUST,"10.7 The confidence vocabulary: three orthogonal fields, not",covered+tested,MET,tests/reconcile/test_rationale.py:4;reconcile/src/reconcile/rationale.py:13,—,tests/reconcile/test_rationale.py:4,—,—,—,
SIG-EPIS-026,MUST,10.8 Source dependence,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1427,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-027,MUST,10.8 Source dependence,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1435,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-028,MUST,10.8 Source dependence,covered+untested,MET,reconcile/src/reconcile/resolve.py:119,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EPIS-029,MUST,10.8 Source dependence,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:1442,—,—,—,—,accepted,charter/process/epistemic/publication-safety principle satisfied by design + policy package (P00.2/P00.3) + honest-rendering rules; not cited by id
SIG-EPIS-030,MUST,10.9 Curated indexes need not be normalized,covered+tested,MET,tests/connectors/test_curated_index.py:6;connectors/src/connectors/curated_index.py:6,P13.2,tests/connectors/test_curated_index.py:6,ADR-046,RISK-P13-12,—,
SIG-EVID-001,MUST,17.1 Requirements,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3028,P02.2,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-EVID-002,MUST,17.2 Content addressing,covered+tested,MET,tests/evidence/test_digest.py:4;evidence/src/evidence/digest.py:7,P02.2,tests/evidence/test_digest.py:4,ADR-044,RISK-P2-05,—,
SIG-EVID-003,MUST,17.2 Content addressing,covered+tested,MET,tests/evidence/test_ocfl.py:102;evidence/src/evidence/digest.py:8,—,tests/evidence/test_ocfl.py:102,—,—,—,
SIG-EVID-004,MUST,17.2 Content addressing,covered+tested,MET,tests/evidence/test_ocfl.py:4;evidence/src/evidence/digest.py:10,—,tests/evidence/test_ocfl.py:4,ADR-023,RISK-P2-08,—,
SIG-EVID-005,MUST,17.3 Layout: OCFL,covered+tested,MET,tests/evidence/test_ocfl.py:24;evidence/src/evidence/digest.py:138,P02.2,tests/evidence/test_ocfl.py:24,ADR-006;ADR-015;ADR-023,RISK-P2-05,—,
SIG-EVID-006,MUST,17.3 Layout: OCFL,covered+tested,MET,tests/evidence/test_storage.py:4;evidence/src/evidence/cli.py:11,P02.2,tests/evidence/test_storage.py:4,ADR-006,RISK-P2-05,—,
SIG-EVID-007,MUST,17.4 Web captures,covered+tested,MET,tests/evidence/test_capture.py:4;evidence/src/evidence/capture.py:7,P02.2,tests/evidence/test_capture.py:4,—,RISK-P2-09,—,
SIG-EVID-008,MUST,17.4 Web captures,covered+tested,MET,tests/evidence/test_capture.py:49;evidence/src/evidence/capture.py:12,P02.2,tests/evidence/test_capture.py:49,—,—,—,
SIG-EVID-009,MUST,17.5 Storage tiers,covered+tested,MET,tests/evidence/test_tiers.py:4;evidence/src/evidence/tiers.py:6,P14.1;P15.4,tests/evidence/test_tiers.py:4,ADR-052,—,—,
SIG-EVID-010,MUST,17.5 Storage tiers,covered+tested,MET,tests/evidence/test_tiers.py:33;evidence/src/evidence/tiers.py:7,P02.2,tests/evidence/test_tiers.py:33,ADR-052,—,—,
SIG-EVID-011,MUST,17.5 Storage tiers,covered+tested,MET,tests/evidence/test_redaction.py:4;evidence/src/evidence/redaction.py:4,P02.2,tests/evidence/test_redaction.py:4,ADR-023,—,—,
SIG-EVID-012,MUST,17.5 Storage tiers,covered+tested,MET,tests/evidence/test_access_log.py:4;evidence/src/evidence/access_log.py:4,—,tests/evidence/test_access_log.py:4,—,—,—,
SIG-EVID-013,MUST,17.6 Disappearance and link rot,covered+tested,MET,tests/evidence/test_disappearance.py:4;connectors/src/connectors/disappearance.py:14,P02.2,tests/evidence/test_disappearance.py:4,—,RISK-P2-06,—,
SIG-EVID-014,MUST,17.6 Disappearance and link rot,covered+tested,MET,tests/evidence/test_disappearance.py:38;evidence/src/evidence/disappearance.py:12,—,tests/evidence/test_disappearance.py:38,—,—,—,
SIG-EVID-015,MUST,17.6 Disappearance and link rot,covered+tested,MET,tests/evidence/test_disappearance.py:48;evidence/src/evidence/disappearance.py:15,—,tests/evidence/test_disappearance.py:48,—,RISK-P2-06,—,
SIG-EVID-016,MUST,17.7 Reproducibility and deposit,covered+tested,MET,tests/connectors/test_records.py:362;evidence/src/evidence/ingest_run.py:4,—,tests/connectors/test_records.py:362,—,RISK-P2-10,—,
SIG-EVID-017,MUST,17.7 Reproducibility and deposit,covered+tested,MET,tests/evidence/test_ingest_run.py:59;evidence/src/evidence/capture.py:36,P02.2,tests/evidence/test_ingest_run.py:59,—,RISK-P2-10,—,
SIG-EVID-018,MUST,17.7 Reproducibility and deposit,covered+untested,MET,connectors/src/connectors/net.py:256,—,—,—,RISK-P2-10,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-EVID-019,MUST,17.7 Reproducibility and deposit,process/governance,MISSING,docs/2_canonical_design_spec.md:3157,—,—,—,—,P21.5,"quarterly Zenodo deposit not performed (HG-07, infra)"
SIG-EXPORT-001,MUST,38.1 Static-first,covered+tested,MET,tests/exports/test_manifest.py:4;exports/src/exports/bundle.py:20,P14.2,tests/exports/test_manifest.py:4,ADR-048,—,—,
SIG-EXPORT-002,MUST,38.1 Static-first,covered+tested,MET,tests/exports/test_bundle.py:143;exports/src/exports/bundle.py:19,P14.2,tests/exports/test_bundle.py:143,ADR-048,—,—,
SIG-EXPORT-003,MUST,38.1 Static-first,covered+tested,MET,tests/exports/test_manifest.py:33;exports/src/exports/bundle.py:23,P14.1;P14.2,tests/exports/test_manifest.py:33,ADR-048,RISK-P14-08;RISK-P14-18;RISK-P14-07,—,
SIG-EXPORT-004,MUST,38.2 Licence computation,covered+tested,MET,tests/exports/test_compartments.py:52;exports/src/exports/bundle.py:11,P14.2,tests/exports/test_compartments.py:52,ADR-048,RISK-P14-11,—,
SIG-EXPORT-005,MUST,38.2 Licence computation,covered+tested,MET,tests/exports/test_compartments.py:74;exports/src/exports/bundle.py:14,P14.2,tests/exports/test_compartments.py:74,ADR-048,RISK-P14-12,—,
SIG-EXPORT-006,MUST,38.2 Licence computation,covered+tested,MET,tests/exports/test_compartments.py:89;exports/src/exports/bundle.py:15,P14.2,tests/exports/test_compartments.py:89,ADR-048,RISK-P14-14,—,
SIG-EXPORT-007,MUST,38.3 The crosswalk export,covered+tested,MET,tests/exports/test_compartments.py:123;exports/src/exports/bundle.py:17,P14.2,tests/exports/test_compartments.py:123,ADR-048,—,—,
SIG-EXPORT-008,MUST,38.5 Sustainability of distribution,covered+tested,MET,tests/exports/test_bundle.py:159;exports/src/exports/bundle.py:169,P14.2,tests/exports/test_bundle.py:159,ADR-015;ADR-048,RISK-P14-15,—,
SIG-EXPORT-009,SHOULD,38.5 Sustainability of distribution,covered+tested,MET,tests/exports/test_distribution.py:45;exports/src/exports/bundle.py:170,P14.2,tests/exports/test_distribution.py:45,ADR-015;ADR-048,RISK-P14-15,—,
SIG-EXPORT-010,MUST,38.4 Downstream application classes as design targets,covered+tested,MET,tests/exports/test_downstream.py:4;exports/src/exports/bundle.py:73,P14.2,tests/exports/test_downstream.py:4,ADR-048,—,—,
SIG-EXPORT-011,MUST,38.4 Downstream application classes as design targets,covered+tested,MET,tests/exports/test_downstream.py:52;exports/src/exports/bundle.py:81,P14.2,tests/exports/test_downstream.py:52,ADR-048,—,—,
SIG-GEO-001,MUST,19.1 Storage and projection,covered+untested,MET,docs/2_canonical_design_spec.md:3235,—,—,—,—,—,"geometry stored EPSG:4326 in DDL (db/deploy/claim.sql:36, domain_entities.sql) though uncited by id"
SIG-GEO-002,MUST,19.1 Storage and projection,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3238,—,—,—,—,P20.1:backlog,proximity-cast-to-geography serving rule not exercised by a test
SIG-GEO-003,MUST,19.1 Storage and projection,covered+tested,MET,tests/connectors/test_osm.py:130;connectors/src/connectors/osm.py:406,—,tests/connectors/test_osm.py:130,—,—,—,
SIG-GEO-004,MUST,19.2 Assets without coordinates,covered+untested,MET,web/src/lib/map-network-fixture.ts:72,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-GEO-005,MUST,19.2 Assets without coordinates,process/governance,PARTIAL,docs/2_canonical_design_spec.md:3260,—,—,—,—,P20.1:backlog,"OSM tag-coverage data-quality observations (fixed/direction) - ingestion-completeness, unverified"
SIG-GEO-006,MUST,19.3 Derived geometry is physically separate,covered+tested,MET,web/tests/unit/map.test.ts:45;web/src/pages/map.astro:80,—,web/tests/unit/map.test.ts:45,ADR-051,—,—,
SIG-GEO-007,MUST,19.3 Derived geometry is physically separate,process/governance,PARTIAL,docs/2_canonical_design_spec.md:3272,—,—,—,—,P20.1:backlog,"OSM tag-coverage data-quality observations (fixed/direction) - ingestion-completeness, unverified"
SIG-GEO-008,MUST,19.4 Coordinate sensitivity,covered+untested,MET,web/src/lib/map.ts:31,—,—,ADR-012,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-GEO-009,MUST,19.4 Coordinate sensitivity,covered+tested,MET,tests/unit/test_policy_sensitivity.py:45;policy/src/policy/sensitivity.py:20,P00.2,tests/unit/test_policy_sensitivity.py:45,—,—,—,
SIG-GEO-010,MUST,19.4 Coordinate sensitivity,covered+untested,MET,ADR-012-sens,—,—,ADR-012,—,—,"design recorded in ADR (ADR-012); implemented, not id-stamped in code"
SIG-GEO-011,SHOULD,19.5 Binning and tiles,covered+untested,MET,web/src/lib/map.ts:20,P15.3,—,ADR-051,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-GEO-012,MUST,19.5 Binning and tiles,covered+tested,MET,web/tests/unit/map-tiles.test.ts:5;web/src/pages/map.astro:12,P15.3,web/tests/unit/map-tiles.test.ts:5,ADR-018;ADR-051,—,—,
SIG-GEO-013,MUST,19.6 Basemap and attribution,covered+untested,MET,web/src/pages/map.astro:234,P15.3,—,ADR-051,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-GOV-001,MUST,45.1 Intake,covered+tested,MET,tests/unit/test_governance_policy.py:114;web/tests/unit/corrections.test.ts:18;policy/src/policy/governance.py:196,P00.3;P15.5,tests/unit/test_governance_policy.py:114,ADR-053,—,—,
SIG-GOV-002,MUST,45.1 Intake,covered+tested,MET,tests/unit/test_governance_policy.py:126;web/tests/unit/corrections.test.ts:38;policy/src/policy/governance.py:202,P00.3;P15.5,tests/unit/test_governance_policy.py:126,ADR-053,—,—,
SIG-GOV-003,MUST,45.2 Handling,covered+tested,MET,tests/unit/test_governance_policy.py:102;web/tests/unit/corrections.test.ts:25;web/src/pages/dispute.astro:9,P00.3;P15.5,tests/unit/test_governance_policy.py:102,ADR-053,—,—,
SIG-GOV-004,MUST,45.2 Handling,covered+tested,MET,tests/unit/test_governance_policy.py:134;web/tests/e2e/corrections-methodology.spec.ts:95;policy/src/policy/governance.py:208,P00.3;P15.5,tests/unit/test_governance_policy.py:134,ADR-053,—,—,
SIG-GOV-005,MUST,45.3 Corrections preserve history,covered+tested,MET,tests/unit/test_governance_policy.py:29;web/tests/unit/corrections.test.ts:70;policy/src/policy/governance.py:10,P00.3;P15.5,tests/unit/test_governance_policy.py:29,ADR-053,—,—,
SIG-GOV-006,MUST,45.3 Corrections preserve history,covered+untested,MET,ADR-053,P00.3;P15.5,—,ADR-053,—,—,"design recorded in ADR (ADR-053); implemented, not id-stamped in code"
SIG-GOV-007,MUST,45.4 Suppression as a distinct primitive,covered+tested,MET,tests/unit/test_governance_policy.py:56;policy/src/policy/governance.py:14,P00.3;P15.5,tests/unit/test_governance_policy.py:56,ADR-053,—,—,
SIG-GOV-008,MUST,45.4 Suppression as a distinct primitive,covered+tested,MET,tests/unit/test_governance_policy.py:82;policy/src/policy/governance.py:45,P00.3;P15.5,tests/unit/test_governance_policy.py:82,ADR-053,—,—,
SIG-GOV-009,MUST,45.4 Suppression as a distinct primitive,covered+untested,MET,ADR-006,P00.3;P15.5,—,ADR-006;ADR-053,—,—,"design recorded in ADR (ADR-006;ADR-053); implemented, not id-stamped in code"
SIG-GOV-010,MUST,45.5 Disputes without correction,covered+untested,MET,web/src/pages/dispute.astro:12,P00.3;P15.5,—,ADR-053,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-GOV-011,MUST,45.6 Transparency reporting,covered+tested,MET,tests/unit/test_governance_policy.py:144;web/tests/unit/corrections.test.ts:87;policy/src/policy/governance.py:213,P00.3;P15.5,tests/unit/test_governance_policy.py:144,ADR-053,—,—,
SIG-GOV-012,MUST,46.1 Legal entity,deferred(RISK),PARTIAL,docs/2_canonical_design_spec.md:6379,—,—,—,RISK-P0-13,P20.1:backlog,referenced only in risk register (compensating control); verify
SIG-GOV-013,MUST,46.1 Legal entity,deferred(RISK),PARTIAL,docs/2_canonical_design_spec.md:6384,—,—,—,RISK-P0-14,P20.1:backlog,referenced only in risk register (compensating control); verify
SIG-GOV-014,MUST,46.2 Decision-making,covered+tested,MET,tests/unit/test_governance_docs.py:32,—,tests/unit/test_governance_docs.py:32,—,RISK-P0-10,—,
SIG-GOV-015,MUST,46.2 Decision-making,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:6393,—,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-GOV-016,MUST,46.2 Decision-making,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:6397,—,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-GOV-017,MUST,"46.3 Anti-misuse, stated honestly",process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:6402,—,—,—,—,accepted,prohibition (MUST NOT build/publish X) enforced by scope + policy package (P00.2/P00.3) + prohibited-endpoint bar (P14.1); not cited by id
SIG-GOV-018,MUST,"46.3 Anti-misuse, stated honestly",process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:6406,—,—,—,—,accepted,prohibition (MUST NOT build/publish X) enforced by scope + policy package (P00.2/P00.3) + prohibited-endpoint bar (P14.1); not cited by id
SIG-GOV-019,MUST,"46.3 Anti-misuse, stated honestly",covered+tested,MET,tests/unit/test_governance_docs.py:44,P00.3,tests/unit/test_governance_docs.py:44,—,—,—,
SIG-GOV-020,MUST,46.4 Sustainability,covered+untested,MET,ADR-033-the-,—,—,ADR-033,RISK-P7-06;RISK-P5-11,—,"design recorded in ADR (ADR-033); implemented, not id-stamped in code"
SIG-GOV-021,MUST,46.4 Sustainability,deferred(RISK),PARTIAL,docs/2_canonical_design_spec.md:6424,—,—,—,RISK-P0-12,P20.1:backlog,referenced only in risk register (compensating control); verify
SIG-GOV-022,MUST,46.5 Continuity and succession,process/governance,MISSING,docs/2_canonical_design_spec.md:6431,—,—,—,—,P21.5,mirrors / Zenodo / Software Heritage deposits not built (HG-07)
SIG-GOV-023,MUST,46.5 Continuity and succession,process/governance,MISSING,docs/2_canonical_design_spec.md:6435,—,—,—,—,P21.5,mirrors / Zenodo / Software Heritage deposits + succession + archival insurance not built (HG-07)
SIG-GOV-024,MUST,46.5 Continuity and succession,process/governance,MISSING,docs/2_canonical_design_spec.md:6439,—,—,—,—,P21.5,mirrors / Zenodo / Software Heritage deposits + succession + archival insurance not built (HG-07)
SIG-IDENT-001,MUST,"14.2 Per-class canonical identifiers (Q9, Q10, Q11, Q12)",covered+tested,MET,tests/resolution/test_crosswalk.py:5;resolution/src/resolution/cli.py:13,—,tests/resolution/test_crosswalk.py:5,—,—,—,
SIG-IDENT-002,MUST,"14.2 Per-class canonical identifiers (Q9, Q10, Q11, Q12)",covered+tested,MET,tests/resolution/test_ori.py:5;resolution/src/resolution/ori.py:5,—,tests/resolution/test_ori.py:5,—,RISK-P3-07,—,
SIG-IDENT-003,MUST,"14.2 Per-class canonical identifiers (Q9, Q10, Q11, Q12)",covered+tested,MET,tests/resolution/test_ori.py:67;resolution/src/resolution/ori.py:19,—,tests/resolution/test_ori.py:67,—,RISK-P3-05,—,
SIG-IDENT-004,MUST,"14.2 Per-class canonical identifiers (Q9, Q10, Q11, Q12)",covered+tested,MET,tests/resolution/test_geometry_precision.py:4;resolution/src/resolution/geometry_precision.py:4,P03.1,tests/resolution/test_geometry_precision.py:4,—,RISK-P3-01,—,
SIG-IDENT-005,MUST,"14.2 Per-class canonical identifiers (Q9, Q10, Q11, Q12)",covered+tested,MET,tests/resolution/test_jurisdiction.py:5;resolution/src/resolution/address.py:98,P03.1,tests/resolution/test_jurisdiction.py:5,—,RISK-P3-01,—,
SIG-IDENT-006,MUST,"14.2 Per-class canonical identifiers (Q9, Q10, Q11, Q12)",covered+tested,MET,tests/resolution/test_identity.py:5;connectors/src/connectors/atlas.py:181,—,tests/resolution/test_identity.py:5,—,RISK-P3-01,—,
SIG-IDENT-007,MUST,"14.2 Per-class canonical identifiers (Q9, Q10, Q11, Q12)",covered+tested,MET,tests/resolution/test_crosswalk.py:69;resolution/src/resolution/crosswalk.py:15,—,tests/resolution/test_crosswalk.py:69,—,—,—,
SIG-IDENT-008,MUST,"14.2 Per-class canonical identifiers (Q9, Q10, Q11, Q12)",covered+tested,MET,tests/resolution/test_registry_ingest.py:4;resolution/src/resolution/registry_ingest.py:5,—,tests/resolution/test_registry_ingest.py:4,—,RISK-P3-01,—,
SIG-IDENT-009,MUST,14.3 Organization taxonomy and the municipality/department d,covered+tested,MET,tests/resolution/test_temporal_identity.py:162;resolution/src/resolution/temporal_identity.py:245,—,tests/resolution/test_temporal_identity.py:162,—,RISK-P3-01,—,
SIG-IDENT-010,MUST,14.3 Organization taxonomy and the municipality/department d,covered+tested,MET,tests/resolution/test_vocab_conformance.py:8;resolution/src/resolution/identity.py:10,—,tests/resolution/test_vocab_conformance.py:8,—,RISK-P3-02,—,
SIG-IDENT-011,MUST,14.3 Organization taxonomy and the municipality/department d,covered+tested,MET,tests/resolution/test_identity.py:150;resolution/src/resolution/cli.py:9,—,tests/resolution/test_identity.py:150,—,—,—,
SIG-IDENT-012,MUST,14.4 Surrogate identity for organizations with no external i,covered+tested,MET,tests/resolution/test_identity.py:80;resolution/src/resolution/identity.py:12,—,tests/resolution/test_identity.py:80,—,—,—,
SIG-IDENT-013,MUST,14.4 Surrogate identity for organizations with no external i,covered+tested,MET,tests/resolution/test_address.py:4;resolution/src/resolution/address.py:4,—,tests/resolution/test_address.py:4,—,RISK-P3-05,—,
SIG-IDENT-014,MUST,14.4 Surrogate identity for organizations with no external i,process/governance,MET-DIFFERENTLY,docs/2_canonical_design_spec.md:2424,—,—,—,—,accepted,org failing 43.4 publicity tests MUST NOT be created - enforced by identity-registry publicity gate; not cited by id
SIG-IDENT-015,MUST,14.4 Surrogate identity for organizations with no external i,covered+tested,MET,tests/resolution/test_slug.py:5;resolution/src/resolution/cli.py:14,—,tests/resolution/test_slug.py:5,—,—,—,
SIG-IDENT-016,MUST,"14.5 Temporal identity: merges, splits, renames, dissolution",covered+tested,MET,tests/resolution/test_temporal_identity.py:5;resolution/src/resolution/cli.py:10,—,tests/resolution/test_temporal_identity.py:5,—,RISK-P3-04,—,
SIG-IDENT-017,MUST,"14.5 Temporal identity: merges, splits, renames, dissolution",covered+tested,MET,tests/resolution/test_temporal_identity.py:73;resolution/src/resolution/temporal_identity.py:13,—,tests/resolution/test_temporal_identity.py:73,—,RISK-P3-01,—,
SIG-IDENT-018,MUST,"14.5 Temporal identity: merges, splits, renames, dissolution",covered+tested,MET,tests/resolution/test_identity.py:47;resolution/src/resolution/identity.py:11,—,tests/resolution/test_identity.py:47,—,—,—,
SIG-IDENT-019,MUST,"14.5 Temporal identity: merges, splits, renames, dissolution",covered+tested,MET,tests/resolution/test_temporal_identity.py:73;resolution/src/resolution/temporal_identity.py:131,—,tests/resolution/test_temporal_identity.py:73,—,RISK-P3-01,—,
SIG-IDENT-020,MUST,"14.6 The resolution cascade (Q27, Q28)",covered+tested,MET,tests/resolution/test_er_run.py:96;resolution/src/resolution/cli.py:20,P05.1,tests/resolution/test_er_run.py:96,ADR-029,RISK-P5-01,—,
SIG-IDENT-021,MUST,"14.6 The resolution cascade (Q27, Q28)",covered+tested,MET,tests/resolution/test_cli_er.py:6;resolution/src/resolution/cli.py:16,P05.1,tests/resolution/test_cli_er.py:6,ADR-029,—,—,
SIG-IDENT-022,MUST,"14.6 The resolution cascade (Q27, Q28)",covered+tested,MET,tests/resolution/test_normalize.py:5;resolution/src/resolution/normalize.py:5,—,tests/resolution/test_normalize.py:5,—,RISK-P3-09,—,
SIG-IDENT-023,MUST,"14.6 The resolution cascade (Q27, Q28)",covered+tested,MET,tests/resolution/test_er_run.py:127;resolution/src/resolution/cli.py:18,P05.1,tests/resolution/test_er_run.py:127,ADR-029,RISK-P5-02,—,
SIG-IDENT-024,MUST,"14.6 The resolution cascade (Q27, Q28)",covered+tested,MET,tests/resolution/test_blocking.py:85;resolution/src/resolution/blocking.py:16,P05.1,tests/resolution/test_blocking.py:85,ADR-029,—,—,
SIG-IDENT-025,MUST,"14.6 The resolution cascade (Q27, Q28)",covered+tested,MET,tests/resolution/test_cli_review.py:6;resolution/src/resolution/review_queue.py:11,P05.1;P05.2,tests/resolution/test_cli_review.py:6,ADR-029;ADR-030,RISK-P3-05;RISK-P5-03,—,
SIG-IDENT-026,MUST,"14.6 The resolution cascade (Q27, Q28)",covered+tested,MET,tests/resolution/test_cli_review.py:7;resolution/src/resolution/review_queue.py:20,P05.2,tests/resolution/test_cli_review.py:7,ADR-030,RISK-P5-07,—,
SIG-IDENT-027,MUST,14.7 Quality gates,covered+tested,MET,tests/resolution/test_gold_set.py:4;resolution/src/resolution/gold_set.py:4,P05.1,tests/resolution/test_gold_set.py:4,ADR-029,—,—,
SIG-IDENT-028,MUST,14.7 Quality gates,covered+tested,MET,tests/resolution/test_quality_gates.py:4;resolution/src/resolution/quality_gates.py:4,P05.1,tests/resolution/test_quality_gates.py:4,ADR-005;ADR-029,RISK-P5-05,—,
SIG-IDENT-029,MUST,14.7 Quality gates,covered+tested,MET,tests/resolution/test_quality_gates.py:120;resolution/src/resolution/quality_gates.py:22,P05.1,tests/resolution/test_quality_gates.py:120,ADR-029,—,—,
SIG-IDENT-030,MUST,14.7 Quality gates,covered+tested,MET,web/tests/unit/network.test.ts:6;web/src/lib/network.ts:16,P15.3,web/tests/unit/network.test.ts:6,ADR-051,RISK-P15-18,—,
